Code,foldchange,samp.lf
RPS29,0.072982815,0.286249353
RPS29P28,0.073017657,0.531920089
RPS2P45,-0.094303255,0.348896041
RPS3,-0.061271195,0.523498335
RPS3A,0.014072382,0.830209397
RPS4X,-0.103334628,0.130287088
RPS4XP2,-0.054245891,0.32718091
RPS4XP3,0.026844474,0.724931558
RPS4XP9,0.032303121,0.613068442
RPS4Y1,0.533730395,0.310304107
RPS5,0.177695166,0.1485431
RPS6,-0.041500425,0.287951165
RPS6KA1,-0.225565312,0.016965594
RPS6KA2,-0.101144309,0.502198298
RPS6KA3,0.173772495,0.170827229
RPS6KA4,0.062937135,0.701935627
RPS6KA5,0.201799415,0.07436182
RPS6KA6,-0.043745867,0.529832038
RPS6KB1,-0.002205246,0.871108398
RPS6KB2,0.021064108,0.724015538
RPS6KC1,-0.109081589,0.637385868
RPS7,-0.00151417,0.895502775
RPS8,0.0821779,0.491561968
RPS9,0.136458467,0.335014428
RPSA,-0.007585218,0.699506474
RPSAP19,-0.007585218,0.699506474
RPSAP58,-0.007585218,0.699506474
RPSAP9,-0.007585218,0.699506474
RPUSD2,-0.193086316,0.064436552
RQCD1,-0.104887102,0.185106918
RRAD,0.168785336,0.051086201
RRAGA,-0.043388571,0.513045505
RRAGB,-0.016263542,0.957475398
RRAGC,-0.188654135,0.165965964
RRAGD,0.092468869,0.393917869
RRAS,0.098313288,0.417007769
RRAS2,0.043301458,0.463255642
RRBP1,-0.005607025,0.944671106
RREB1,-0.063008745,0.477524232
RRH,0.032132151,0.865342212
RRM1,-0.043827437,0.675079541
RRM2,0.038233559,0.873320755
RRN3,-0.049357917,0.382871994
RRN3P1,-0.190655603,0.160462449
RRN3P2,-0.130696635,0.303125416
RRNAD1,-0.061857657,0.2536367
RRP1,-0.027913336,0.711883093
RRP12,-0.104229142,0.116446911
RRP15,0.164394535,0.192965594
RRP1B,-0.022270547,0.666401036
RRP7A,0.163925997,0.185322974
RRP7B,0.068907081,0.356698853
RRP8,-0.087880861,0.27463633
RRP9,-0.014016624,0.633338513
RRS1,-0.178711493,0.136776175
RS1,0.005775844,0.910619312
RSAD1,-0.21153286,0.049678135
RSAD2,-0.376220836,0.597862375
RSBN1,0.123526135,0.957314835
RSC1A1,-0.016754394,0.659524972
RSF1,0.011636209,0.903857196
RSG1,0.065472249,0.214805771
RSL1D1,0.26289062,0.036058454
RSL24D1,-0.061469029,0.827435442
RSPH6A,-0.03740115,0.840675546
RSRC1,0.071638864,0.292375879
RSRC2,-0.016613952,0.774262671
RSRP1,-0.481215489,0.145355531
RSU1,0.133397376,0.17954717
RTCA,0.140332806,0.161753607
RTCB,-0.06648901,0.648051794
RTDR1,0.038215776,0.372312986
RTEL1,0.016800562,0.334983352
RTEL1-TNFRSF6B,0.024070885,0.468749908
RTF1,0.043873774,0.769082501
RTFDC1,-0.092737808,0.193488716
RTN1,-0.063329982,0.285627821
RTN2,0.070642018,0.736705142
RTN3,0.204294904,0.193749168
RTN4,0.075378185,0.122405475
RTP4,-0.12155938,0.710807251
RUFY1,0.225803805,0.218221976
RUFY2,-0.980435776,0.019064003
RUFY3,-0.172185627,0.226927118
RUNDC3A,-0.038565608,0.729105438
RUNDC3B,0.04070558,0.46609249
RUNX1,0.027056814,0.702512764
RUNX1-IT1,-0.164555122,0.326306326
RUNX1T1,-0.002783579,0.930198298
RUNX2,0.027123444,0.36627451
RUNX3,-0.285347515,0.027357751
RUSC1,0.057382108,0.782581576
RUSC2,-0.126229222,0.125941546
RUVBL1,-0.013142941,0.49745542
RUVBL2,0.088773894,0.76082131
RWDD1,-0.029405329,0.891755827
RWDD2A,-0.105596219,0.226751017
RWDD2B,0.033662512,0.911140954
RWDD3,0.128927762,0.240306326
RXFP3,-0.073516426,0.389975583
RXRA,-0.007964477,0.96145542
RXRB,-0.007702881,0.776878283
RXRG,0.126395983,0.073482797
RYBP,0.210868397,0.121380688
RYK,0.087918309,0.411572327
RYR1,-0.008026225,0.81627007
RYR2,-0.004920808,0.827517573
RYR3,-0.115068949,0.083251202
S100A1,-0.068019588,0.80690936
S100A10,0.092541041,0.117825379
S100A11,0.07019044,0.361678135
S100A11P1,-0.032433689,0.976324084
S100A12,0.098845066,0.105425823
S100A13,-0.115463397,0.428679985
S100A14,0.01413555,0.973225305
S100A2,-0.0864801,0.617609323
S100A3,-0.019162509,0.833934887
S100A4,0.013053279,0.769467259
S100A5,0.078897655,0.117297817
S100A6,0.102129111,0.260222716
S100A7,0.02553971,0.892733999
S100A8,0.175033561,0.131557529
S100A9,0.030191238,0.614733999
S100B,0.020932115,0.796642249
S100G,0.039991962,0.645300777
S100P,0.427398854,0.026026637
S100PBP,-0.017348966,0.276913799
S1PR1,-0.022580919,0.774624491
S1PR2,-0.078298151,0.324165002
S1PR4,0.263641126,0.291972623
S1PR5,-0.199280306,0.053937107
SAA1,0.044939102,0.186349612
SAA2,0.044939102,0.186349612
SAA2-SAA4,0.119859089,0.263702183
SAA3P,0.034422614,0.622325564
SAA4,0.075581818,0.427496115
SAC3D1,0.191732672,0.543596004
SACM1L,0.054840347,0.979954125
SACS,-0.176475046,0.267863115
SAE1,-0.07418515,0.258776175
SAFB,0.03346812,0.594657788
SAFB2,-0.02205065,0.340842767
SAG,0.039371255,0.878569737
SAGE1,0.071559,0.341732149
SALL1,-0.041677553,0.712025157
SALL2,-0.00434781,0.903492416
SAMD14,-0.147610529,0.588393637
SAMD4A,-0.187936008,0.4696367
SAMD4B,0.002909334,0.968760636
SAMD9,-0.12207536,0.68863337
SAMHD1,0.024767457,0.396066593
SAMM50,-0.135648768,0.271376989
SAMSN1,0.383943914,0.058024417
SAP130,-0.015338495,0.718886422
SAP18,0.053743872,0.782514243
SAP25,-0.179947558,0.007785424
SAP30,0.009144313,0.765678875
SAP30BP,-0.101932872,0.254251572
SAP30L,0.068893062,0.218533481
SAPCD1,-0.043456822,0.472376619
SAR1A,-0.055428278,0.435192749
SAR1B,0.172705268,0.039066223
SARAF,0.100918098,0.584799852
SARDH,0.003827654,0.51918313
SARM1,-0.171366728,0.069197928
SARS,-0.253450571,0.046671846
SARS2,0.16204676,0.394176841
SART1,-0.002999095,0.681832778
SART3,-0.163758285,0.133300777
SASH1,-0.175976756,0.448389197
SASH3,-0.253898161,0.052717721
SAT1,0.017446689,0.528105808
SATB1,0.082004244,0.775263041
SATB2,0.009596539,0.327671476
SAV1,0.312796574,0.012864965
SAYSD1,-0.157350959,0.040962634
SBF1,-0.045845218,0.828498705
SBNO1,0.096328117,0.105256382
SBNO2,0.044723253,0.285703293
SBSPON,0.009526191,0.671807621
SC5D,0.078580654,0.207949686
SCAF11,0.141935507,0.358691084
SCAF4,-0.219198697,0.020932297
SCAF8,0.028634924,0.640921199
SCAI,0.095598228,0.171422863
SCAMP1,0.165525859,0.204736959
SCAMP2,-0.062788889,0.453470958
SCAMP3,-0.066484192,0.285012209
SCAMP4,-0.088393208,0.68327266
SCAMP5,0.018485894,0.954987791
SCAND1,0.214798964,0.105706992
SCAND2P,0.00232844,0.618061413
SCAP,-0.059902527,0.615058084
SCAPER,-0.025955503,0.976316685
SCARA3,0.087958792,0.451659637
SCARB1,0.030331124,0.80735923
SCARB2,-0.023230982,0.750238254
SCARF1,0.081474534,0.325402886
SCARNA16,0.197253475,0.34091084
SCCPDH,0.109281895,0.348403256
SCD,-0.045815627,0.532378838
SCD5,-0.046712145,0.951653718
SCEL,-0.102852527,0.193883093
SCFD1,0.032627102,0.738374399
SCG2,-0.047522314,0.673674436
SCG3,-0.016369324,0.896284129
SCG5,0.095869349,0.387572327
SCGB1A1,0.013406512,0.646627451
SCGB1D1,-0.026156585,0.580476508
SCGB1D2,0.031756533,0.399893452
SCGB2A1,0.000472062,0.631647799
SCGB2A2,-0.042482696,0.295207547
SCGN,0.044124369,0.745829079
SCHIP1,0.094993809,0.137671476
SCIN,0.021423706,0.917503515
SCLY,-0.017128961,0.542477248
SCMH1,-0.122492352,0.363164632
SCML1,-0.08235169,0.868065853
SCML2,0.067958625,0.267650758
SCN10A,-0.005778605,0.972657788
SCN11A,0.031305051,0.889718091
SCN1A,-0.024225612,0.626577137
SCN1B,0.380268168,0.221302997
SCN2A,0.00753138,0.740514243
SCN2B,0.028926015,0.538080651
SCN3A,0.293999815,0.028809471
SCN3B,-0.042725655,0.923071402
SCN4A,-0.008831636,0.795019608
SCN5A,-0.081843147,0.978082871
SCN7A,-0.019740588,0.9472697
SCN8A,0.008438842,0.35236034
SCN9A,-0.021706813,0.76700407
SCNM1,-0.033162183,0.729426563
SCNN1A,0.108432025,0.098201258
SCNN1B,-0.000384149,0.906793933
SCNN1D,-0.086439976,0.07836404
SCNN1G,-0.048266067,0.701163892
SCO2,-0.246437415,0.474617832
SCP2,0.107508704,0.222760636
SCPEP1,0.097664581,0.264657788
SCRG1,0.104371395,0.060775435
SCRIB,-0.019665577,0.691993341
SCRN1,-0.28244075,0.285677395
SCRN3,-0.041822121,0.742264891
SCRT1,0.010498653,0.994719941
SCT,0.125323839,0.108310766
SCTR,0.095435774,0.13282057
SCUBE2,-0.058625193,0.884667407
SCUBE3,-0.062678795,0.405487236
SCYL2,0.158024848,0.280244173
SCYL3,0.024616535,0.991020348
SDAD1,0.082066001,0.843490936
SDC1,0.02063034,0.599165372
SDC2,0.04355011,0.40154347
SDC3,-0.145984883,0.360244173
SDC4,0.841584095,0.067237884
SDCBP,0.301547514,0.023977802
SDCCAG3,-0.153496001,0.047018128
SDF2,-0.051243307,0.479322974
SDF2L1,-0.136900002,0.536802812
SDF4,0.000407392,0.740161302
SDHA,-0.153475865,0.052766556
SDHAF1,0.106368996,0.665528672
SDHAP1,-0.106206345,0.162230115
SDHAP2,-0.106206345,0.162230115
SDHB,-0.069173564,0.38745616
SDHC,0.222581964,0.422805771
SDHD,0.054608335,0.262282649
SDK2,0.00396128,0.275554569
SDPR,0.463525636,0.131495376
SDR39U1,-0.029646231,0.22273104
SDS,0.137510593,0.237509434
SEBOX,0.031766772,0.395308916
SEC11A,-0.046707355,0.683385128
SEC13,-0.044547582,0.678084351
SEC14L1,0.084456972,0.223590085
SEC14L1P1,-0.082189301,0.068747318
SEC14L2,0.055110536,0.352938957
SEC14L3,-0.071095818,0.680190899
SEC14L4,-0.073840278,0.543412505
SEC14L5,0.144793621,0.649720311
SEC16A,-0.292971835,0.003311136
SEC22A,-0.020464313,0.503319275
SEC22B,0.197753952,0.125829819
SEC23A,0.188761016,0.247328154
SEC23B,0.090464049,0.161448761
SEC23IP,0.187026954,0.132934517
SEC24A,0.197367213,0.22481835
SEC24B,0.098446269,0.473790603
SEC24C,-0.260137128,0.002029597
SEC24D,0.015596769,0.926777654
SEC31A,0.131296187,0.047872734
SEC31B,-0.497034002,0.011503515
SEC61A1,-0.14884713,0.119476878
SEC61A2,-0.128721543,0.096926378
SEC61B,0.12125592,0.120011099
SEC61G,0.072524435,0.199177211
SEC62,0.168691614,0.201188309
SEC63,0.238894314,0.04082131
SECISBP2,-0.104259701,0.356356641
SECISBP2L,0.15238901,0.359612283
SECTM1,-0.021429003,0.645887532
SEH1L,0.020185639,0.918990011
SEL1L,0.004503805,0.920566778
SEL1L2,-0.041844768,0.628831669
SEL1L3,-0.123059575,0.139449501
SELE,0.041575313,0.369618202
SELENBP1,-0.210666507,0.109028487
SELL,-0.054872931,0.355125416
SELP,0.169256483,0.717715131
SELPLG,-0.165808649,0.020850166
SELT,-0.033058775,0.876315205
SEMA3A,0.083238903,0.197294858
SEMA3B,0.012177763,0.432204218
SEMA3C,0.175825653,0.203222346
SEMA3D,0.070687341,0.266651868
SEMA3E,-0.046072095,0.80182242
SEMA3F,-0.032193493,0.694771735
SEMA3G,-0.061713585,0.167949686
SEMA4A,-0.093079252,0.234700703
SEMA4C,-0.032673832,0.523050684
SEMA4D,-0.281886826,0.001412505
SEMA4F,-0.018473979,0.343304477
SEMA4G,0.049248396,0.491482797
SEMA5A,-0.098457204,0.354008879
SEMA6A,0.051896878,0.453177211
SEMA6B,-0.003573592,0.744808731
SEMA6C,-0.029597633,0.82945172
SEMA6D,0.093492993,0.224668147
SEMA7A,0.043583675,0.86945098
SEMG1,0.009145541,0.919895671
SEMG2,-0.020558509,0.81009101
SENP2,-0.06184032,0.536663707
SENP3,-0.09635957,0.324425453
SENP3-EIF4A1,-0.130246291,0.205343692
SENP5,-0.041414103,0.426802812
SENP6,0.183804836,0.243079541
SENP7,-0.187326603,0.130043655
15-Sep,0.122499357,0.254926378
SEPHS1,-0.048181839,0.425448021
SEPHS2,-0.051698086,0.431843137
SEPP1,0.006094675,0.694520903
10-Sep,0.183658103,0.081694414
11-Sep,0.028951137,0.931653718
2-Sep,0.008934249,0.873015908
4-Sep,-0.032779937,0.804643729
5-Sep,0.309651253,0.222532001
SEPT5-GP1BB,0.230018296,0.128570477
6-Sep,-0.035810229,0.381280799
7-Sep,0.216412713,0.110250832
8-Sep,-0.116699235,0.179949686
9-Sep,-0.030195341,0.366222716
SEPW1,0.171776429,0.196108768
SERBP1,0.078670388,0.273036626
SERF1A,-0.021132804,0.765071402
SERF1B,-0.021132804,0.765071402
SERF2,0.042401852,0.488979282
SERF2-C15ORF63,-0.032054406,0.659696633
SERGEF,-0.034002564,0.61936515
SERHL,-0.015809354,0.922296707
SERHL2,-0.044980904,0.684058824
SERINC1,0.124679006,0.404310766
SERINC2,-0.074179244,0.537424343
SERINC3,0.016545555,0.867288938
SERINC5,-0.098328542,0.251934887
SERP1,0.209947543,0.023069182
SERPINA1,-0.027563113,0.924683685
SERPINA10,0.020483229,0.815775805
SERPINA2,0.039979781,0.515224565
SERPINA3,0.078074791,0.438237514
SERPINA4,0.044803381,0.765388827
SERPINA5,0.063782452,0.154406215
SERPINA6,-0.059054046,0.549596744
SERPINA7,-0.083218504,0.40499667
SERPINB1,0.044531561,0.619082501
SERPINB10,0.042460565,0.536124306
SERPINB13,-0.06303939,0.327522013
SERPINB2,0.155430506,0.11809027
SERPINB3,0.015518481,0.488197558
SERPINB4,0.038135138,0.641643729
SERPINB5,-0.044605858,0.573032186
SERPINB6,-0.059559837,0.339142434
SERPINB7,0.052298688,0.479044765
SERPINB8,0.157782229,0.120862745
SERPINB9,-0.023472027,0.642042175
SERPINC1,0.086569233,0.152446171
SERPIND1,-0.008930839,0.819315575
SERPINE1,0.066076991,0.483342952
SERPINE2,-0.004609295,0.652358121
SERPINF1,-0.123338876,0.478671106
SERPINF2,0.129339868,0.271844617
SERPING1,-0.241251859,0.872153163
SERPINH1,-0.0781903,0.247105438
SERPINI1,0.161687254,0.120956715
SERPINI2,0.047371868,0.482339623
SERTAD2,-0.08344852,0.689006289
SERTAD3,-0.103902334,0.819985942
SESN1,0.160866577,0.567075102
SET,0.070275091,0.33630756
SETBP1,-0.435539663,0.075044025
SETD1A,0.095257647,0.89554569
SETD1B,-0.274616972,0.019672216
SETD2,-0.012378579,0.835567888
SETD3,0.047268705,0.560571217
SETD4,-0.039592445,0.153666297
SETD5,-0.201919979,0.041804661
SETD6,0.027500186,0.59572327
SETD8,0.007719443,0.928721421
SETDB1,-0.05296351,0.308463929
SETMAR,-0.009020343,0.974673326
SETP4,0.116158744,0.169748428
SETSIP,0.07118503,0.400889012
SETX,-0.13549649,0.212170921
SEZ6L,0.01423072,0.477106178
SEZ6L2,-0.048819801,0.604574917
SF1,-0.349582099,0.007600444
SF3A1,-0.022194377,0.74890788
SF3A2,0.054196384,0.83673104
SF3A3,-0.014095768,0.881749168
SF3B1,-0.070184397,0.778934517
SF3B2,-0.113050714,0.040022198
SF3B3,-0.130059282,0.044053274
SF3B4,0.070084096,0.418953755
SF3B5,0.224606546,0.135606363
SFI1,-0.053373505,0.346734739
SFMBT1,-0.157964732,0.028885683
SFN,0.013957917,0.689220866
SFPQ,-0.326068295,0.060947836
SFRP1,-0.108189857,0.129335553
SFRP4,-0.023158835,0.919619682
SFRP5,0.152822621,0.254384018
SFSWAP,-0.009820417,0.921508694
SFT2D2,-0.052276046,0.799794303
SFT2D3,-0.088666617,0.614824269
SFTPA1,-0.003104306,0.905502775
SFTPA2,-0.003104306,0.905502775
SFTPB,0.048289774,0.659714391
SFTPC,0.060020694,0.282199038
SFTPD,-0.112996981,0.497380688
SFXN1,0.076409455,0.365837958
SFXN3,-0.073772912,0.278408435
SGCA,0.162185718,0.061991861
SGCB,-0.021446744,0.544852386
SGCD,-0.025380905,0.94673104
SGCE,-0.130971323,0.194255272
SGCG,0.029740672,0.978848687
SGK1,0.4906606,0.050895302
SGK2,0.116161879,0.239684055
SGK3,0.400863747,0.006788013
SGMS1,0.162721335,0.151496115
SGPL1,-0.118811059,0.105061043
SGPP1,0.031869422,0.912933037
SGSH,-0.197964208,0.046853126
SGSM2,-0.229625427,0.017216426
SGSM3,-0.038591921,0.6505468
SGTA,-0.063460815,0.499758787
SH2B1,-0.030304391,0.424449871
SH2B2,-0.059765709,0.842572697
SH2B3,-0.135857784,0.329399926
SH2D1A,0.049837419,0.684792453
SH2D2A,-0.002053053,0.512559378
SH2D3A,-0.08333453,0.261289678
SH2D3C,0.035313242,0.509416204
SH2D4A,0.003601525,0.846791713
SH3BGR,0.146332017,0.076336663
SH3BGRL,0.111747549,0.25290492
SH3BGRL3,-0.027850407,0.846159822
SH3BP1,0.170192079,0.210409175
SH3BP2,-0.194985147,0.107937107
SH3BP4,-0.302637742,0.063758787
SH3BP5,-0.034259411,0.768713282
SH3D21,0.138071264,0.279166112
SH3GL1,-0.089278465,0.511977063
SH3GL2,-0.063388126,0.332342582
SH3GL3,0.045738322,0.317166112
SH3GLB1,-0.043556818,0.947466519
SH3GLB2,0.054818986,0.608654088
SH3PXD2A,0.130067406,0.012423233
SH3TC1,-0.00909789,0.887562708
SH3TC2,0.00450759,0.776176841
SH3YL1,-0.085040127,0.228238254
SHANK1,0.104609406,0.71999926
SHANK2,0.0236996,0.531266741
SHARPIN,0.086214338,0.614789493
SHB,0.0579862,0.593281539
SHBG,0.1722332,0.070571217
SHC1,-0.098526016,0.245991121
SHC1P1,-0.145427672,0.05781428
SHC2,0.040989458,0.757485017
SHC3,0.05020716,0.976022198
SHCBP1,0.080267311,0.542380318
SHCBP1L,-0.051212368,0.564497225
SHFM1,-0.001586412,0.954968553
SHH,0.044257049,0.291630781
SHMT1,0.017996039,0.704694044
SHMT2,0.066570401,0.596511284
SHOC2,0.127746195,0.501509434
SHOX,-0.016705658,0.610511284
SHOX2,-0.029239257,0.617371809
SHPK,-0.039527986,0.228556789
SHQ1,-0.057167114,0.267221606
SHROOM2,-0.051973013,0.456679985
SI,-0.007603859,0.879124676
SIAH1,-0.300972917,0.078852386
SIAH2,0.05932153,0.549123196
SIDT1,-0.112023418,0.161308916
SIDT2,-0.193583413,0.119049205
SIGIRR,-0.057681633,0.311968183
SIGLEC1,-0.429318786,0.244833148
SIGLEC15,0.015696763,0.810211617
SIGLEC5,0.093212319,0.478031077
SIGLEC6,-0.096052374,0.547739549
SIGLEC7,-0.076997316,0.314190159
SIGLEC8,0.016078865,0.641534591
SIGLEC9,-0.068695442,0.555987421
SIGMAR1,-0.105646853,0.323961524
SIK1,-0.610030871,0.341689234
SIK2,-0.05252367,0.325570847
SIK3,-0.115166662,0.235300777
SIKE1,0.12631324,0.096138365
SIL1,-0.177750234,0.301535331
SIM1,0.079228894,0.360328524
SIM2,-0.064832627,0.408673326
SIN3B,-0.234617466,0.032487606
SIPA1,0.020608477,0.825473178
SIPA1L1,-0.132244654,0.629681095
SIPA1L3,-0.025892263,0.6332771
SIRPA,-0.042110254,0.508902701
SIRPAP1,0.059386857,0.808844987
SIRPB1,-0.025196928,0.220608953
SIRPG,-0.122744038,0.304466149
SIRT1,0.223084538,0.222027377
SIRT2,0.066320954,0.622882723
SIRT3,-0.069953409,0.241478357
SIRT4,-0.003102429,0.766448391
SIRT5,-0.000327666,0.184375139
SIRT6,0.020747265,0.598265631
SIRT7,0.001449695,0.937868294
SIT1,0.104085276,0.825758047
SIVA1,-0.029028612,0.796423233
SIX1,0.003638802,0.958925638
SIX2,0.077406834,0.246306326
SIX3,-0.00346481,0.958591195
SIX5,-0.019011772,0.404535701
SIX6,-0.02736901,0.89018572
SKA1,-0.056624338,0.323288938
SKAP1,-0.244778833,0.085927488
SKAP2,0.015394011,0.105025157
SKI,0.162165457,0.220098409
SKIL,0.012168688,0.270823529
SKIV2L,-0.152649199,0.099794303
SKIV2L2,0.142861511,0.419470958
SKP1,0.083157894,0.19800444
SKP2,0.02499885,0.91463929
SLA,-0.360312735,0.015936367
SLAMF1,-0.007290265,0.632743618
SLAMF7,-0.085371612,0.365498335
SLAMF8,-0.386763745,0.00045431
SLBP,0.015455136,0.476797632
SLC10A1,0.107763794,0.383381428
SLC10A2,0.031760792,0.764347022
SLC10A3,-0.031001561,0.638768036
SLC11A1,0.045744777,0.54672882
SLC11A2,-0.071252964,0.201561228
SLC12A1,-0.010652455,0.80408657
SLC12A2,-0.031844214,0.453681095
SLC12A3,-0.016280436,0.496446171
SLC12A4,-0.063699146,0.742694044
SLC12A5,0.027320418,0.803081021
SLC12A6,-0.285077824,0.050551239
SLC12A7,-0.015071344,0.668620052
SLC12A8,-0.072719372,0.600959674
SLC12A9,0.006032544,0.789671476
SLC13A1,0.048395588,0.330764336
SLC13A2,-0.00176382,0.868332223
SLC13A3,0.020466643,0.865009249
SLC13A4,-0.061107811,0.476357381
SLC14A1,-0.076289198,0.648552719
SLC14A2,-0.008510296,0.503550869
SLC15A1,-0.032449089,0.818330744
SLC15A2,-0.081226948,0.531397706
SLC15A3,0.072457793,0.48227451
SLC16A1,0.088695508,0.737989641
SLC16A10,-0.005536917,0.65436478
SLC16A2,0.026762937,0.669206067
SLC16A3,0.043557843,0.961245283
SLC16A4,-0.089708217,0.416477248
SLC16A5,0.083686748,0.668389937
SLC16A6,-0.065728145,0.826812431
SLC16A7,0.218097365,0.366026637
SLC16A8,0.035569334,0.688076212
SLC17A1,0.072496736,0.667797262
SLC17A2,0.126042359,0.212342582
SLC17A3,-0.03010497,0.940506104
SLC17A4,-0.011599415,0.499387347
SLC17A5,-0.010503174,0.596395856
SLC17A6,0.008684062,0.966054754
SLC17A7,0.014150618,0.751007769
SLC17A9,-0.070504673,0.68726822
SLC18A1,-0.091801314,0.206281909
SLC18A2,-0.01204651,0.879103219
SLC18A3,0.014818193,0.986803552
SLC19A1,0.019658595,0.527293378
SLC19A2,-0.071609017,0.984385498
SLC19A3,0.002107138,0.996964854
SLC1A1,0.052374192,0.252426193
SLC1A2,0.043452868,0.466368479
SLC1A3,0.055325685,0.673288938
SLC1A4,-0.196479975,0.036529042
SLC1A5,-0.07666811,0.31290714
SLC1A6,0.037412478,0.798130226
SLC1A7,0.011071901,0.777522752
SLC20A1,-0.104338255,0.060223455
SLC20A2,-0.253270637,0.011341472
SLC22A1,-0.052948471,0.653067703
SLC22A11,0.075700735,0.333900111
SLC22A13,-0.068320345,0.289569367
SLC22A14,0.009814325,0.77908768
SLC22A17,0.089307853,0.470222716
SLC22A18,0.029517742,0.861834998
SLC22A18AS,0.075859457,0.493654458
SLC22A2,0.056872142,0.218424713
SLC22A3,-0.001365001,0.740881243
SLC22A4,0.135203018,0.054525342
SLC22A5,0.002388086,0.689846097
SLC22A6,-0.017746974,0.822671846
SLC22A7,-0.031239176,0.440943396
SLC22A8,0.020182469,0.38917795
SLC23A2,-0.186098338,0.016298927
SLC23A3,-0.02871373,0.58918535
SLC24A1,-0.007168201,0.765978542
SLC24A2,-0.00798926,0.990151683
SLC24A3,0.104378066,0.684603034
SLC25A1,0.054588163,0.534059933
SLC25A10,0.133331489,0.234012579
SLC25A11,0.031402392,0.953296337
SLC25A12,-0.012691988,0.926921939
SLC25A13,-0.002906402,0.478583056
SLC25A14,-0.21432849,0.074870884
SLC25A15,-0.095971114,0.293379208
SLC25A16,-0.05608818,0.465280059
SLC25A17,-0.024984844,0.950511284
SLC25A20,-0.023811104,0.896489826
SLC25A21,0.036550524,0.97791269
SLC25A22,-0.119275412,0.303957085
SLC25A23,0.04456072,0.8476404
SLC25A24,0.2130796,0.095203848
SLC25A28,-0.385841646,0.069581946
SLC25A3,-0.190070812,0.069977802
SLC25A30,-0.042290019,0.915077321
SLC25A31,0.018586005,0.303884573
SLC25A32,0.066905006,0.15627451
SLC25A36,-0.089868948,0.801591565
SLC25A37,-0.216865772,0.123810581
SLC25A38,-0.061659739,0.17063189
SLC25A4,-0.018067316,0.947742508
SLC25A40,0.138084866,0.04490566
SLC25A42,-0.019598886,0.541122457
SLC25A44,-0.165023644,0.027227525
SLC25A46,0.175137379,0.088317425
SLC25A5,-0.035892149,0.466187939
SLC25A6,0.118406771,0.56918387
SLC26A1,0.014414849,0.739155013
SLC26A10,-0.102735147,0.368261191
SLC26A2,0.226108125,0.262887902
SLC26A3,-0.019328119,0.632034776
SLC26A4,-0.009459433,0.8636404
SLC26A6,-0.231297713,0.082884943
SLC27A2,0.008154578,0.863605623
SLC27A3,-0.117381415,0.455312616
SLC27A5,0.073553158,0.888621532
SLC27A6,-0.006211649,0.957331853
SLC28A1,0.053768451,0.587496855
SLC28A2,-0.050695876,0.236377358
SLC28A3,0.088881977,0.709831299
SLC29A1,-0.07581215,0.235206807
SLC29A2,-0.004155615,0.904584536
SLC29A3,-0.042138323,0.328804292
SLC2A1,-0.015826142,0.624477248
SLC2A10,-0.018554459,0.961314095
SLC2A11,0.070791486,0.446374399
SLC2A14,-0.251620008,0.488846467
SLC2A2,-0.060066059,0.800582316
SLC2A3,-0.234424832,0.511227525
SLC2A4,0.021126833,0.674250832
SLC2A4RG,0.058879403,0.773487236
SLC2A5,0.098229451,0.537069922
SLC2A6,0.080290108,0.285009249
SLC2A8,0.015433107,0.897788383
SLC2A9,0.073342811,0.555217166
SLC30A1,0.041574627,0.77899889
SLC30A10,-0.04239479,0.923808361
SLC30A3,0.128541135,0.416143544
SLC30A4,0.057133785,0.211658158
SLC30A5,0.086920627,0.396194599
SLC30A9,0.136845792,0.375604883
SLC31A1,0.061713492,0.083223085
SLC31A2,-0.161159568,0.877440622
SLC33A1,-0.159946626,0.19599926
SLC34A1,0.038948013,0.690826489
SLC34A2,0.099852939,0.071464299
SLC35A1,0.037365279,0.974401036
SLC35A2,0.04340045,0.959672956
SLC35A3,0.223359458,0.147974843
SLC35A5,0.12858784,0.288985572
SLC35B1,-0.278967295,0.112433592
SLC35C1,0.010826677,0.612903441
SLC35C2,-0.059635146,0.271974843
SLC35D1,-0.040991395,0.713109138
SLC35D2,0.05425722,0.879072142
SLC35E1,-0.062474752,0.351778764
SLC35E2,-0.237821547,0.080217536
SLC35E2B,-0.237821547,0.080217536
SLC35E3,0.05605849,0.54827599
SLC35F2,-0.063117126,0.661078801
SLC35F5,0.002300649,0.862173881
SLC35F6,0.07451598,0.421914909
SLC35G2,-0.083507567,0.828987051
SLC36A1,-0.169671499,0.178005179
SLC37A1,-0.019864286,0.754378838
SLC37A4,0.073292638,0.463436182
SLC38A1,-0.089132386,0.546226415
SLC38A10,-0.17841988,0.035607103
SLC38A2,-0.056130937,0.880173881
SLC38A3,0.062592077,0.645761006
SLC38A4,0.016522127,0.607052904
SLC38A6,0.010784261,0.727021828
SLC38A7,-0.084812552,0.201881613
SLC39A1,0.052092901,0.350751757
SLC39A14,0.031631965,0.917200148
SLC39A2,0.085026739,0.180448391
SLC39A4,0.100062966,0.486206437
SLC39A6,0.103995178,0.296879763
SLC39A7,-0.125497526,0.416574177
SLC39A8,0.070622221,0.515287458
SLC39A9,0.002584961,0.808577876
SLC3A1,-0.0753765,0.155394747
SLC3A2,-0.107421261,0.077765446
SLC41A3,-0.05851633,0.364014058
SLC43A1,-0.111611528,0.044748058
SLC43A3,-0.229269235,0.04981502
SLC44A1,-0.071884997,0.344805031
