Code,foldchange,samp.olive
ST7L,-0.083067063,0.452918979
ST8SIA1,0.010569855,0.920317425
ST8SIA2,0.015873431,0.839481317
ST8SIA3,0.011002116,0.838139845
ST8SIA4,-0.008021599,0.947974103
ST8SIA5,0.072215513,0.267205327
STAB1,-0.054322431,0.736514983
STAB2,0.079434745,0.271246763
STAC,0.038254053,0.670157603
STAG1,-0.136455809,0.126254532
STAG2,-0.187511102,0.229306696
STAG3,0.053686549,0.535880133
STAG3L3,0.020798294,0.891283759
STAG3L4,0.049910571,0.629442101
STAG3L5P-PVRIG2P-PILRB,-0.267554683,0.106979652
STAM,-0.046324774,0.637532371
STAM2,0.050738988,0.517551609
STAMBP,-0.002345755,0.974192379
STAMBPL1,-0.044518063,0.436207177
STAP1,-0.310651088,0.028798372
STAP2,0.103814143,0.254681465
STAR,0.094048415,0.181679615
STARD13,0.078872605,0.348833888
STARD3,-0.051477667,0.511988161
STARD5,0.024040707,0.820352201
STARD7,0.028309821,0.669430263
STARD8,0.196975289,0.05409101
STAT1,-0.058692283,0.475277839
STAT2,-0.113107807,0.167783944
STAT3,-0.210382504,0.038282649
STAT4,0.004941538,0.965315575
STAT5A,0.169730071,0.104307806
STAT5B,-0.16444129,0.016518683
STAT6,-0.056881247,0.587032186
STATH,-0.00467773,0.946697743
STAU1,-0.030736254,0.614524602
STAU2,0.072524535,0.562495006
STBD1,0.009880743,0.901992601
STC1,0.05062217,0.296386238
STC2,0.040228815,0.4574569
STEAP1,0.053809199,0.424939697
STEAP1B,0.067541329,0.492669626
STEAP3,0.178830867,0.101132075
STEAP4,0.070999842,0.375923048
STIL,-0.078984422,0.412218276
STIM1,-0.025205471,0.762827969
STIP1,-0.246164303,0.088134665
STK10,-0.077598996,0.391786164
STK11,-0.020812079,0.825065483
STK16,0.196799102,0.124566778
STK17A,0.001169161,0.991344432
STK17B,-0.03923048,0.812747318
STK19,0.036095606,0.600131706
STK24,-0.028975284,0.694135405
STK25,-0.051731121,0.495852016
STK3,0.042410143,0.490039956
STK32B,0.153803965,0.047688494
STK38,0.034830351,0.711377728
STK38L,0.065782638,0.496845727
STK39,-0.008195732,0.949615242
STK4,-0.235198511,0.146310766
STMN1,-0.067715161,0.35899704
STMN2,0.069758691,0.114102109
STMN3,-0.065324972,0.44900037
STMN4,-0.038733831,0.467049205
STOM,-0.035984783,0.56018424
STOML1,0.041349288,0.684497965
STOML2,0.038262918,0.675436922
STON1,0.062671524,0.470318905
STON1-GTF2A1L,0.007011683,0.886584536
STRA13,0.021317794,0.834684425
STRA6,0.039403053,0.661883093
STRADA,-0.001671392,0.981343692
STRAP,-0.027361724,0.691438402
STRN,-0.077833792,0.46300259
STRN3,0.031169809,0.724251572
STRN4,0.080043326,0.474836108
STS,0.083926774,0.121210507
STT3A,-0.063477009,0.437032186
STUB1,-0.034908781,0.663194229
STX10,0.006084832,0.950709582
STX11,-0.054471734,0.773459859
STX12,0.114046667,0.152121347
STX16,-0.070190893,0.501831299
STX16-NPEPL1,-0.028475877,0.795479097
STX17,-0.085554043,0.376878283
STX18,-0.023587764,0.761440622
STX1A,-0.021878269,0.793312616
STX2,-0.08909197,0.290347762
STX3,-0.061740749,0.374141324
STX4,-0.059387086,0.455317795
STX5,-0.107911963,0.386871624
STX6,-0.025796441,0.730151683
STX7,0.039611512,0.616063633
STX8,0.001229428,0.989758787
STXBP1,-0.021935304,0.844947836
STXBP2,0.06731268,0.58754865
STXBP3,-0.055286445,0.70881909
STXBP5L,0.046095069,0.468348502
STXBP6,-0.018633114,0.766028857
STYK1,0.116724813,0.11854532
STYXL1,0.020033565,0.79609101
SUB1,-0.061953807,0.605608583
SUCLA2,-0.052316144,0.712677026
SUCLG1,-0.077416247,0.250674066
SUCLG2,0.035079098,0.763969663
SUCO,-0.10602215,0.358928598
SUGCT,0.108349375,0.190106548
SUGP1,-0.088039946,0.161866815
SUGP2,-0.032707058,0.853889012
SULF1,0.111866513,0.026975213
SULT1A1,0.10655712,0.289299297
SULT1A2,0.111539225,0.245901591
SULT1A3,0.104346434,0.234063633
SULT1A4,0.104346434,0.234063633
SULT1B1,0.090164518,0.348277469
SULT1C2,0.01998274,0.705041065
SULT1E1,0.00554113,0.939527932
SULT2A1,0.071626131,0.252958935
SULT2B1,0.079410978,0.231715871
SULT4A1,0.119421347,0.176347762
SUMO1,-0.002405039,0.978142064
SUMO1P2,0.01965678,0.818591195
SUMO2,0.02269858,0.678552719
SUMO3,0.021683712,0.719377358
SUMO4,0.063085083,0.330341842
SUN1,0.007779745,0.872097669
SUN2,0.067163594,0.470884943
SUOX,0.122876984,0.357227525
SUPT16H,-0.076861084,0.388412875
SUPT20H,0.029163589,0.66345764
SUPT3H,-0.092077786,0.569237884
SUPT4H1,0.140100679,0.153919349
SUPT5H,-0.097878867,0.178468368
SUPT6H,-0.037447781,0.719763966
SUPT7L,0.037641965,0.628534221
SUPV3L1,-0.140077145,0.292699963
SURF1,-0.019850336,0.783713651
SURF2,-0.000204315,0.998416574
SUSD4,0.003485812,0.972734739
SUSD5,-0.071096431,0.273922309
SUV39H1,-0.065401064,0.514167962
SUV39H2,-0.105245771,0.151225305
SUV420H1,-0.171018409,0.350933037
SUZ12,-0.237385141,0.094943396
SUZ12P1,-0.346410986,0.003006289
SV2A,-0.130977529,0.038335923
SV2B,-0.076336833,0.378190159
SV2C,0.153083926,0.033021828
SVEP1,0.029873883,0.608976693
SVIL,-0.03140063,0.622232334
SWAP70,0.04440639,0.524250832
SYBU,-0.069213055,0.216931558
SYCE1L,-0.029485115,0.673659637
SYCP1,0.169325986,0.025511654
SYCP2,-0.040713027,0.652204957
SYDE1,0.111595745,0.118369219
SYF2,-0.024752528,0.726931558
SYK,-0.229648831,0.04245135
SYMPK,0.099898926,0.42591269
SYN1,0.116860785,0.207930448
SYN2,0.005520802,0.927773585
SYN3,0.041706707,0.598839808
SYNC,0.1218566,0.202200518
SYNCRIP,-0.15852971,0.096936737
SYNDIG1,0.024276511,0.798068073
SYNE1,-0.071537925,0.379083241
SYNE2,-0.334855568,0.039576027
SYNE3,-0.059081985,0.710497965
SYNGR1,0.104866735,0.384846467
SYNGR2,-0.013355103,0.892981872
SYNGR3,0.075578336,0.55081465
SYNGR4,0.058552576,0.483393267
SYNJ1,0.005124104,0.946694044
SYNJ2,-0.034730628,0.569607843
SYNJ2BP,-0.063566895,0.639872734
SYNJ2BP-COX16,-0.048798809,0.676487236
SYNM,-0.03431121,0.818198298
SYNPO,0.030086577,0.698161302
SYNPO2L,0.056920432,0.330568257
SYNRG,-0.071991261,0.540113947
SYP,0.181197167,0.031941546
SYPL1,-0.091810507,0.36636182
SYS1,0.169116621,0.154994451
SYS1-DBNDD2,0.169116621,0.154994451
SYT1,0.113680166,0.300412875
SYT11,-0.07850853,0.349174251
SYT12,0.108352079,0.149674436
SYT13,0.011884899,0.902099149
SYT17,0.041754814,0.729192749
SYT2,0.012623839,0.864027377
SYT5,0.047240426,0.408654088
SYTL2,-0.073647265,0.382755457
SZRD1,-0.108616314,0.112674806
SZT2,-0.215635957,0.089370329
T,0.001971998,0.981493156
T-Cell Receptor V-alpha region,-0.265404539,0.139120237
TAAR2,0.057136883,0.570940437
TAAR3,0.008503015,0.906105068
TAAR5,0.095182536,0.244375879
TAB1,-0.011385692,0.888490566
TAB2,-0.270261397,0.016295967
TAC1,-0.012821516,0.871352571
TAC3,0.16314785,0.072802072
TACC1,0.008394009,0.917464299
TACC2,-0.010359259,0.831143174
TACC3,0.020017456,0.811594525
TACO1,-0.060895415,0.557627081
TACR1,0.096578178,0.050887902
TACR2,-0.033362491,0.697715131
TACR3,0.020000128,0.730076952
TACSTD2,0.150781285,0.16817832
TADA2A,-0.067149003,0.299216426
TADA3,0.001792314,0.980778394
TAF1,-0.00166869,0.980833148
TAF10,0.069359786,0.52145098
TAF11,0.082349115,0.402379578
TAF12,-0.006703228,0.935071402
TAF13,-0.104794928,0.140060673
TAF15,0.091546047,0.463959304
TAF1A,0.031048175,0.777628561
TAF1B,-0.048207296,0.588918979
TAF1C,-0.07814498,0.411137255
TAF1D,0.029716955,0.852122457
TAF2,0.005443815,0.954621532
TAF4,-0.054040927,0.456657788
TAF4B,-0.096515832,0.300628931
TAF5,0.014280705,0.862054014
TAF5L,0.138329106,0.166935257
TAF6,0.005807972,0.938975213
TAF6L,-0.019359642,0.779766926
TAF7,-0.034184528,0.706507584
TAF7L,-0.016455858,0.827483537
TAF9,0.00527847,0.949525712
TAF9B,0.005429723,0.957058824
TAGLN,0.154123253,0.263499075
TAGLN2,-0.015841321,0.894655568
TAGLN3,0.08557633,0.102956715
TAL1,0.064443727,0.480190899
TALDO1,0.025335298,0.793718091
TANC2,-0.04008033,0.554593415
TANK,-0.03387587,0.745811321
TAOK1,-0.016858431,0.892342582
TAOK2,0.067138023,0.236050314
TAOK3,-0.022973873,0.779072882
TAP1,0.041282552,0.621174251
TAP2,0.085315055,0.312785054
TAPBP,-0.085339593,0.326402516
TAPBPL,-0.011449192,0.891676656
TAPT1,0.026170225,0.60145246
TARBP1,-0.107699583,0.295748428
TARBP2,-0.04088119,0.679823899
TARDBP,-0.16588452,0.378067333
TARDBPP1,0.104326669,0.432310766
TARP,-0.01006954,0.767156123
TARS,0.000256456,0.997511654
TARS2,0.015626108,0.801095819
TAS2R1,0.009642609,0.894023677
TAS2R10,0.027068219,0.639230485
TAS2R13,0.077554878,0.308651868
TAS2R14,0.014667441,0.821488716
TAS2R16,-0.012054223,0.824523122
TAS2R3,-0.071749371,0.325046245
TAS2R4,-0.128496466,0.124711062
TAS2R7,0.017794165,0.805781724
TAS2R8,-0.0443047,0.44936367
TAS2R9,0.062614796,0.285698113
TASP1,0.062573503,0.509117277
TAT,0.076964902,0.143883833
TATDN2,-0.033892458,0.794352201
TAX1BP1,-0.011764693,0.906736959
TAX1BP3,0.038362272,0.577498705
TAZ,-0.064372397,0.439220866
TBC1D1,-0.037712291,0.506593415
TBC1D10B,0.03908048,0.669508694
TBC1D12,0.075504075,0.428953015
TBC1D13,-0.014134629,0.89209471
TBC1D15,-0.135661727,0.263573067
TBC1D16,0.038872469,0.492119127
TBC1D17,-0.04330118,0.517490936
TBC1D19,0.109090223,0.357581946
TBC1D2,0.186690137,0.116199778
TBC1D22A,-0.013940982,0.860557899
TBC1D22B,-0.003381078,0.961423603
TBC1D29,-0.036061565,0.66945838
TBC1D2B,-0.182846113,0.185681835
TBC1D3,0.054681727,0.661550129
TBC1D30,0.065545078,0.25872586
TBC1D31,-0.051090469,0.532826489
TBC1D3C,0.054681727,0.661550129
TBC1D3F,0.054681727,0.661550129
TBC1D3H,0.054681727,0.661550129
TBC1D3P1-DHX40P1,-0.157937346,0.391510174
TBC1D4,-0.199397164,0.092441731
TBC1D5,-0.06263646,0.412031817
TBC1D8,0.065894878,0.408228635
TBC1D8B,-0.012998615,0.861871994
TBC1D9,0.040730923,0.528065113
TBC1D9B,0.040681489,0.612733259
TBCA,0.004434069,0.954506104
TBCAP2,0.060073445,0.188882723
TBCB,0.063904258,0.491164632
TBCC,0.008159161,0.926155383
TBCCD1,0.095334552,0.375975583
TBCD,0.064098953,0.393811691
TBCE,-0.020974244,0.825277839
TBCEL,0.104802933,0.162685905
TBK1,-0.112767035,0.284322605
TBKBP1,-0.060338646,0.279115797
TBL1X,-0.194627997,0.084993711
TBL1XR1,-0.562950996,0.019046985
TBL1Y,-0.040687953,0.559331853
TBL2,0.034577914,0.571533111
TBL3,-0.132804801,0.12990677
TBP,0.028042602,0.705852016
TBPL1,0.032599119,0.71054606
TBR1,0.11646967,0.269741768
TBRG4,-0.019478384,0.638284499
TBX1,0.109926281,0.056203478
TBX10,0.038130939,0.526175361
TBX19,0.09725195,0.345314835
TBX2,0.001758215,0.974314465
TBX21,0.133300117,0.403335553
TBX3,-0.066443757,0.211562708
TBX4,0.043455226,0.611306696
TBX5,0.0639858,0.31363744
TBX6,-0.000936763,0.984597854
TBXA2R,0.106292834,0.226396596
TBXAS1,0.155396725,0.13773067
TCAP,0.024614773,0.764836108
TCEA1,-0.109982375,0.311483537
TCEA2,-0.056011426,0.547471698
TCEAL1,-0.022340756,0.776913799
TCEAL2,-0.132391038,0.215613762
TCEAL4,-0.035144122,0.632538661
TCEB1,0.03854673,0.638776915
TCEB1P28,0.038296828,0.581850536
TCEB1P3,0.056430705,0.398928598
TCEB2,0.086729271,0.359050684
TCEB3,-0.02049166,0.795209767
TCEB3-AS1,0.107582186,0.18490566
TCEB3B,0.006299032,0.912745838
TCERG1,-0.033392123,0.741738069
TCF12,0.053457051,0.588210137
TCF15,0.093901758,0.250920459
TCF20,0.048179423,0.540764336
TCF21,0.218543109,0.051237884
TCF25,-0.094253881,0.282079911
TCF3,0.001711849,0.970122826
TCF4,-0.052936418,0.741609323
TCF7,-0.145501421,0.11654384
TCF7L1,0.094643533,0.190083611
TCF7L2,-0.024651624,0.840036256
TCFL5,-0.092557297,0.26609471
TCHH,0.157004613,0.057892712
TCIRG1,0.000410016,0.997224565
TCL1A,-0.126935066,0.448865705
TCL1B,0.11247295,0.094221236
TCL6,0.012766874,0.815715871
TCN1,0.070905083,0.509477617
TCN2,0.127890478,0.227009989
TCOF1,0.016358421,0.875494636
TCP1,-0.003241305,0.96554421
TCP10,0.079634723,0.273031447
TCP10L,0.127683631,0.094008139
TCP11,0.075602464,0.295840178
TCP11L1,0.117873426,0.207330374
TCR-alpha,-0.15314151,0.513617955
TCRA,-0.143653193,0.242937625
TCRB,0.038620419,0.714042915
TCRBV10S1P,-0.069044661,0.398958195
TCRBV12S3,-0.057780247,0.644015538
TCRDV2,0.054391,0.614162042
TCRVB,0.038620419,0.714042915
TCTA,-0.046764025,0.675974103
TCTN1,0.03023584,0.601663337
TCTN2,0.068778976,0.344801332
TCTN3,-0.090972133,0.217733629
TDG,0.060948771,0.426280799
TDGF1,-0.038597107,0.630805771
TDGF1P3,-0.038597107,0.630805771
TDO2,0.044469437,0.501401406
TDP1,-0.028589983,0.730613393
TDP2,-0.032707384,0.735197188
TDRD1,0.084688089,0.122767296
TDRD12,-0.017321974,0.812429893
TDRD3,0.019528021,0.812109508
TDRD7,-0.076633919,0.43209249
TDRKH,-0.076371575,0.159758047
TEAD1,0.028766869,0.700973733
TEAD3,0.047252052,0.411138735
TEAD4,0.026610946,0.69818202
TEC,0.050484036,0.670328524
TECPR2,-0.044577726,0.639824639
TECR,-0.105531119,0.233970403
TECTA,0.008729335,0.893718091
TEF,0.031023168,0.586398816
TEFM,0.156400106,0.205155013
TEK,0.159143973,0.009979282
TEKT2,0.039355005,0.644913799
TELO2,-0.001492926,0.984719201
TEN1-CDK3,-0.069150683,0.43917795
TENC1,0.011810942,0.875940807
TENM1,-0.096350112,0.305218646
TENM3,-0.031535337,0.620257492
TENM4,0.002986841,0.974974473
TEP1,-0.033368429,0.592192379
TERF1,-0.036542425,0.710992971
TERF2,-0.02448631,0.814779134
TERF2IP,0.019853666,0.797231225
TERT,0.034285948,0.676785054
TES,-0.198284281,0.030349982
TESC,0.118823498,0.171277839
TESK1,0.08130496,0.420350721
TESK2,0.033255841,0.694567518
TESPA1,-0.067583445,0.468306326
TET3,0.047304413,0.541804661
TEX10,-0.034191715,0.717391787
TEX11,0.16249627,0.026618572
TEX12,0.016749026,0.784232334
TEX13A,0.130497977,0.057055124
TEX13B,0.045060667,0.586947096
TEX14,0.061360166,0.46336663
TEX15,0.108619936,0.087915649
TEX2,0.005267229,0.94291232
TEX261,0.028760664,0.748054014
TEX264,0.009139761,0.935153533
TEX28,0.066194259,0.374433592
TEX30,-0.057990605,0.528309286
TEX40,-0.056026731,0.552154643
TF,0.032938652,0.528203478
TFAM,-0.045761986,0.640419534
TFAP2A,-0.03419205,0.587551609
TFAP2B,0.033220224,0.520595634
TFAP2C,0.03848293,0.596879023
TFAP4,0.081465089,0.442790233
TFB1M,0.006714055,0.943597484
TFB2M,-0.163163053,0.207704033
TFCP2,-0.052050208,0.560626711
TFCP2L1,0.059945971,0.44927562
TFDP1,-0.074728754,0.284586755
TFDP2,-0.108611544,0.258036256
TFDP3,0.059317196,0.436023677
TFE3,0.085978844,0.434241953
TFEB,-0.103640737,0.175752867
TFEC,0.354982305,0.005865335
TFF1,0.006675901,0.931589345
TFF2,-0.001906299,0.980563818
TFF3,0.210235158,0.005899371
TFG,0.039751698,0.490113208
TFIP11,0.047656317,0.644434332
TFPI,-0.0124982,0.820209397
TFPI2,0.015588059,0.780583056
TFPT,-0.024478774,0.769295597
TFR2,0.036796925,0.503927488
TFRC,0.059864962,0.579712172
TG,0.075423991,0.253408065
TGDS,0.007930862,0.939473178
TGFA,0.075603867,0.216250092
TGFB1,0.045492682,0.591027007
TGFB1I1,-0.061719182,0.669626341
TGFB2,0.049845919,0.283163892
TGFB3,0.023870195,0.832381798
TGFBI,0.044489972,0.610173881
TGFBR1,0.068661646,0.259081761
TGFBR2,-0.19061916,0.026559378
TGFBR3,-0.066394614,0.590155383
TGFBRAP1,-0.140442887,0.20527488
TGIF1,0.049566073,0.658681465
TGIF2,-0.137613607,0.243833518
TGIF2-C20orf24,0.057015065,0.497527192
TGM1,-0.020485364,0.813623381
TGM2,0.102575072,0.162584536
TGM3,0.133716928,0.192449131
TGM4,0.043476464,0.434315205
TGM5,0.043108709,0.603593785
TGOLN2,-0.052157568,0.5240037
TGS1,0.019320792,0.838711802
TH,0.037286044,0.577051424
THADA,-0.040447989,0.69172623
THAP1,-0.076631539,0.542169441
THAP10,0.071431981,0.394159822
THAP11,0.015962799,0.839200888
THAP3,0.030152606,0.667695154
THAP4,-0.003191663,0.972961154
THAP7,-0.093323023,0.247572327
THAP9,0.051459947,0.215613762
THAP9-AS1,-0.075347586,0.665769145
THBD,0.260026736,0.01535997
THBS1,0.015123165,0.847045505
THBS2,0.081526781,0.325590085
THBS3,0.067425871,0.448174621
THBS4,0.02231005,0.76481687
THEG,0.076338141,0.191351091
THEM6,0.020491852,0.879083981
THEMIS2,0.028195927,0.724159822
THG1L,0.006775982,0.936214576
THNSL1,-0.10526066,0.082201258
THNSL2,-0.066398147,0.216765816
THOC1,-0.001406703,0.990810211
THOC2,-0.270124159,0.093621162
THOC5,0.014391818,0.780592675
THOC6,-0.038538993,0.529339993
THOC7,0.002700397,0.980805771
THOP1,-0.212880456,0.039302997
THPO,0.047627101,0.240380318
THRA,0.040417181,0.291492046
THRAP3,-0.099683921,0.38081835
THRB,-0.025102375,0.733232704
THSD1,-0.103179863,0.340796152
THSD4,-0.156089504,0.018101369
THSD7A,0.049876213,0.371950425
THTPA,0.039703408,0.706402516
THUMPD1,-0.093174013,0.44336811
THUMPD2,-0.048979786,0.671983722
THY1,0.044053387,0.556522383
THYN1,0.020668567,0.806669626
TIA1,-0.118216463,0.208369959
TIAF1,0.093306176,0.304500185
TIAL1,-0.053722017,0.381491676
TIAM1,-0.075328956,0.386417314
TIAM2,0.020137115,0.839823899
TICAM1,0.198779638,0.119530892
TIE1,-0.017739203,0.753861635
TIGD6,0.090456748,0.262234554
TIMELESS,0.012664278,0.803954125
TIMM10,0.11508954,0.386918239
TIMM10B,-0.029485125,0.700358861
TIMM13,0.088244314,0.464395117
TIMM17A,0.052544028,0.392492046
TIMM17B,0.055155736,0.610104329
TIMM22,0.060127458,0.562341102
TIMM23,0.069306092,0.219735109
TIMM23B,0.069306092,0.219735109
TIMM44,-0.037051898,0.606500925
TIMM50,-0.072734911,0.278551239
TIMM8A,0.071682637,0.250304107
TIMM8B,0.049858989,0.656957455
TIMM9,-0.083534793,0.364073992
TIMP1,0.193330655,0.050705142
TIMP2,0.159764707,0.138292268
TIMP3,0.047706614,0.357317055
TIMP4,0.069612012,0.314551979
TINAGL1,0.006674555,0.938096189
TINF2,0.109365504,0.226805771
TIPARP,-0.072831765,0.591936367
TIPIN,-0.066246171,0.560585276
TIPRL,-0.158583104,0.177721791
TJAP1,0.024988044,0.76608731
TJP1,0.002936078,0.960421014
TJP2,0.190003665,0.072033296
TJP3,-0.115986502,0.23554347
TK1,-0.009404268,0.91336293
TK2,0.028370098,0.678068812
TKT,0.041733921,0.805871254
TKTL1,-0.091027559,0.288829449
TLDC1,0.010215268,0.851694414
TLE1,-0.064759718,0.348693304
TLE2,-0.118511641,0.140901221
TLE3,0.021191526,0.808594895
TLE4,-0.045260989,0.494987051
TLE6,0.126609519,0.087337773
TLK1,-0.091175777,0.16809027
TLK2,0.016067477,0.876754717
TLL1,0.000609226,0.990025897
TLL2,0.041488549,0.47436256
TLN1,-0.034944176,0.824742138
TLN2,0.068672553,0.270521643
TLR1,0.079569856,0.448771735
TLR2,0.069087242,0.547171291
TLR3,0.057140367,0.593870514
TLR4,-0.081409324,0.516277469
TLR5,0.08762883,0.453574547
TLR6,0.092378757,0.437969663
TLR7,0.193780398,0.039411765
TLR8,-0.204537742,0.237227525
TLX1,-0.01037552,0.8925431
TLX2,-0.060112042,0.385196448
TLX3,0.021986476,0.737733629
TM2D1,-0.02468243,0.8016367
TM2D3,0.087605522,0.368813171
TM4SF1,0.038221524,0.448428413
TM4SF20,-0.036474498,0.527225305
TM4SF4,0.072807042,0.277721051
TM4SF5,0.120218258,0.05982168
TM6SF1,-0.054536216,0.660562338
TM6SF2,0.017183299,0.838187939
TM7SF2,-0.106667687,0.304218276
TM7SF3,-0.267444204,0.031655198
TM9SF1,0.015623058,0.530414848
TM9SF2,-0.086329307,0.368779874
TM9SF3,0.144907467,0.029009249
TM9SF4,0.092827419,0.36554643
TMA16,0.001010389,0.992223455
TMA7,-0.019787496,0.671943766
TMBIM1,0.091819726,0.565621902
TMBIM4,-0.00979551,0.953229745
TMBIM6,0.020210786,0.750162782
TMC5,0.066374234,0.367954125
TMC6,-0.136969922,0.20590825
TMC7,0.034547984,0.582431373
TMCC1,0.063604264,0.572837588
TMCC2,0.047730926,0.658392157
TMCO1,0.006791514,0.922468368
TMCO3,-0.018161505,0.822601554
TMCO6,0.041520184,0.601423233
TMED1,-0.00043029,0.996959674
TMED10,-0.013556315,0.815605623
TMED2,-0.474507183,0.016994451
TMED3,-0.009627991,0.936525342
TMED5,0.080750776,0.307982982
TMED7,0.045662336,0.754031077
TMED7-TICAM2,0.045662336,0.754031077
TMED9,0.194735753,0.172201998
TMEFF1,-0.018823675,0.787210507
TMEM100,-0.042004996,0.5754532
TMEM104,0.104954614,0.178373659
TMEM106B,-0.213248639,0.137824639
TMEM106C,-0.041988248,0.654551979
TMEM109,0.017117946,0.861914169
TMEM11,0.111836943,0.375743248
TMEM110,0.140507444,0.242115427
TMEM115,-0.124378577,0.206586016
TMEM120B,-0.007218505,0.945223085
TMEM121,-0.069760281,0.380330004
TMEM123,-0.061093742,0.628835368
TMEM126B,0.010244077,0.936649649
TMEM127,0.071343653,0.50054236
TMEM131,-0.016422854,0.851073622
TMEM132A,0.139826858,0.089473918
TMEM134,-0.044962589,0.666621532
TMEM135,-0.146809423,0.190539771
TMEM140,0.092769349,0.484210877
TMEM143,0.085779529,0.269654458
TMEM144,0.023977796,0.638629671
TMEM147,0.065284325,0.55518313
TMEM14A,-0.064273016,0.577339993
TMEM14B,-0.031821982,0.740711062
TMEM151B,0.033777659,0.573493156
TMEM156,-0.131796681,0.222598594
TMEM158,-0.166989986,0.217629301
TMEM159,-0.037475309,0.57891232
TMEM160,-0.026050129,0.852267111
TMEM161A,-0.008152662,0.917129116
TMEM164,0.026042147,0.765589345
TMEM165,-0.101790777,0.258082871
TMEM168,0.051498746,0.607926748
TMEM176A,0.285427263,0.209288198
TMEM176B,0.356108872,0.126964114
TMEM177,-0.042788545,0.738385498
TMEM180,-0.023857198,0.833865335
TMEM183A,-0.055570348,0.511355531
TMEM183B,-0.055570348,0.511355531
TMEM184B,0.010268619,0.917038106
TMEM184C,-0.018499866,0.787016648
TMEM185B,0.318567894,0.03499963
TMEM186,0.048507923,0.586866445
TMEM187,-0.048031663,0.707203848
TMEM189,0.070390858,0.382514243
TMEM189-UBE2V1,0.070390858,0.382514243
TMEM19,0.044528863,0.598244173
TMEM194A,-0.075726742,0.370209397
TMEM2,0.078059977,0.62482131
TMEM204,-0.012616698,0.924869404
TMEM206,0.037790126,0.588062153
TMEM208,0.037179841,0.727057344
TMEM209,0.033609819,0.717229745
TMEM212,0.097871527,0.262025897
TMEM214,0.019016253,0.814341102
TMEM222,-0.052321961,0.591600444
TMEM223,0.001522192,0.986682945
TMEM230,-0.283297537,0.151149834
TMEM231,0.003778112,0.945246763
TMEM242,-0.040885221,0.691402886
TMEM243,-0.029127624,0.687226785
TMEM246,0.01720023,0.761429523
TMEM248,0.010699865,0.882133185
TMEM251,0.076524268,0.433114317
TMEM254,-0.155563976,0.145988901
TMEM255A,-0.208778759,0.023562708
TMEM256-PLSCR3,0.005653558,0.945344432
TMEM257,0.059814914,0.458135405
TMEM258,0.071214367,0.460755457
TMEM259,-0.036571603,0.583298557
TMEM260,-0.159049669,0.377152053
TMEM262,0.091508,0.209695893
TMEM30A,-0.027366914,0.796606733
TMEM30B,-0.062974754,0.50200444
TMEM33,0.024728006,0.809969663
TMEM35,-0.069155974,0.280916759
TMEM38B,-0.219589495,0.142297447
TMEM39A,0.127133026,0.044411395
TMEM39B,0.174220685,0.099647799
TMEM40,-0.004876826,0.968028117
TMEM41B,-0.073323514,0.583137255
TMEM43,0.030822492,0.786256752
TMEM45A,-0.006517277,0.963467999
TMEM47,0.033125811,0.542944136
TMEM5,-0.063176542,0.378939697
TMEM50A,-0.026419412,0.688522383
TMEM50B,-0.028307081,0.767531632
TMEM51,0.104861587,0.200409915
TMEM53,0.084366776,0.433518313
TMEM57,-0.015289483,0.841011469
TMEM59,-0.016511424,0.813245283
TMEM59L,0.108385479,0.105485017
TMEM62,0.012161214,0.917961524
TMEM63A,-0.030361,0.788113208
TMEM70,-0.00227703,0.962928598
TMEM74B,-0.001182673,0.987372549
TMEM80,0.045711474,0.658353681
TMEM87A,0.013600716,0.905651498
TMEM8A,0.024197026,0.890856826
TMEM8B,0.030910156,0.733404366
TMEM97,0.022294696,0.787865335
TMEM9B,0.012339378,0.847345172
TMF1,-0.110547253,0.288473548
TMLHE,-0.031657658,0.634930078
TMOD1,0.006707517,0.926566778
TMOD2,0.122844298,0.099593045
TMOD3,-0.140558561,0.181783204
TMPO,-0.21977405,0.062761376
TMPPE,0.127973351,0.205994821
TMPRSS11D,0.074396672,0.193290418
TMPRSS11E,0.062504035,0.21117943
TMPRSS15,0.077920575,0.244443951
TMPRSS2,0.00274527,0.961886053
TMPRSS3,0.027646001,0.72363374
TMPRSS4,0.180583931,0.023465039
TMPRSS5,0.18792147,0.039593785
TMPRSS6,0.077359932,0.439475398
TMSB10,0.037746432,0.360139105
TMSB15A,-0.003375866,0.965584906
TMSB15B,-0.003375866,0.965584906
TMSB4X,0.030546834,0.545267481
TMSB4Y,0.203078797,0.026506104
TMUB2,0.095789566,0.339405845
TMX1,-0.207320704,0.192006659
TMX2,0.030535236,0.727633
TMX2-CTNND1,0.032796845,0.655461339
TMX4,-0.028471479,0.706747318
TNC,0.044865453,0.523379948
TNF,1.496181257,0.006083611
TNFAIP1,-0.024808955,0.74154569
TNFAIP2,0.130632518,0.204752497
TNFAIP3,0.580441502,0.042108028
TNFAIP6,1.07927664,0.006321125
TNFAIP8,0.007613857,0.944133925
TNFAIP8L2-SCNM1,0.124906488,0.118512764
TNFRSF10B,0.060282151,0.309618942
TNFRSF10C,0.057468352,0.492119497
TNFRSF10D,0.027824459,0.715108398
TNFRSF11A,0.109736057,0.182581576
TNFRSF11B,-0.015863414,0.757584906
TNFRSF12A,0.016011205,0.828517943
TNFRSF13B,0.04020998,0.652115427
TNFRSF14,-0.135080696,0.148583056
TNFRSF17,-0.064121182,0.756704403
